City    Plus Code    Neighborhood    Place (Local name)    Place (English name)    Tour Language(s)
Barcelona    8FH48W3M+6Q    Barri Gòtic    Catedral de Barcelona    Barcelona Cathedral    es|ca|en
Barcelona    8FH48W5M+8R    Sant Pere    Palau de la Música Catalana    Palau de la Música Catalana    es|ca|en
Barcelona    8FH48W2H+4M    Les Corts    Camp Nou    Camp Nou Stadium    es|ca|en
Barcelona    8FH48V2J+5P    Montjuïc    Font Màgica    Magic Fountain of Montjuïc    es|ca|en
Tokyo    8Q7XJP8J+5M    Asakusa    浅草寺    Senso-ji Temple    ja|en
Tokyo    8Q7XJMFJ+8R    Shibuya    明治神宮    Meiji Jingu Shrine    ja|en
Tokyo    8Q7XMPJH+6P    Sumida    東京スカイツリー    Tokyo Skytree    ja|en
Tokyo    8Q7XJPGM+7Q    Chiyoda    皇居    Imperial Palace    ja|en
Tokyo    8Q7XJMFH+5M    Shibuya    渋谷スクランブル交差点    Shibuya Crossing    ja|en
Tokyo    8Q7XJM9J+8P    Minato    東京タワー    Tokyo Tower    ja|en
Tokyo    8Q7XJPPM+6H    Chuo    築地場外市場    Tsukiji Outer Market    ja|en
Tokyo    8Q7XJPQJ+7R    Taito    上野公園    Ueno Park    ja|en
Tokyo    8Q7XJMGJ+5Q    Shibuya    原宿・竹下通り    Harajuku / Takeshita Street    ja|en
Tokyo    8Q7XJPJM+8M    Chiyoda    秋葉原電気街    Akihabara Electric Town    ja|en
Bangkok    7P52R7GH+5M    Phra Nakhon    พระบรมมหาราชวัง    Grand Palace    th|en
Bangkok    7P52R7GH+4P    Phra Nakhon    วัดพระแก้ว    Wat Phra Kaew    th|en
Bangkok    7P52R7FH+3Q    Phra Nakhon    วัดโพธิ์    Wat Pho    th|en
Bangkok    7P52R7CH+6R    Bangkok Yai    วัดอรุณ    Wat Arun    th|en
Bangkok    7P52R7MH+8P    Phra Nakhon    ถนนข้าวสาร    Khao San Road    th|en
Bangkok    7P52VGQM+5H    Chatuchak    ตลาดนัดจตุจักร    Chatuchak Weekend Market    th|en
Bangkok    7P52R7QJ+7M    Pathum Wan    บ้านจิม ทอมป์สัน    Jim Thompson House    th|en
Bangkok    7P52R7RJ+8P    Pathum Wan    สวนลุมพินี    Lumphini Park    th|en
Bangkok    7P52R7MG+6H    Samphanthawong    เยาวราช    Chinatown / Yaowarat    th|zh|en
Bangkok    7P52R7PH+5Q    Sathon    มหานคร สกายวอล์ค    Mahanakhon SkyWalk    th|en
Seoul    8Q98JW3M+8P    Jongno-gu    경복궁    Gyeongbokgung Palace    ko|en
Seoul    8Q98JVHM+6R    Yongsan-gu    N서울타워    N Seoul Tower    ko|en
Seoul    8Q98JW4M+7Q    Jongno-gu    북촌한옥마을    Bukchon Hanok Village    ko|en
Seoul    8Q98JVPM+5H    Jung-gu    명동    Myeongdong    ko|en
Seoul    8Q98JW4M+9R    Jongno-gu    창덕궁    Changdeokgung Palace    ko|en
Seoul    8Q98JW3M+6P    Jongno-gu    인사동    Insadong    ko|en
Seoul    8Q98JWFH+7M    Mapo-gu    홍대    Hongdae    ko|en
Seoul    8Q98JQHP+8Q    Gangnam-gu    강남    Gangnam    ko|en
Seoul    8Q98JVQM+6R    Jung-gu    동대문디자인플라자    Dongdaemun Design Plaza    ko|en
Seoul    8Q98JW3M+5P    Jongno-gu    조계사    Jogyesa Temple    ko|en
Kyoto    8Q6R5M5H+7P    Fushimi-ku    伏見稲荷大社    Fushimi Inari-taisha    ja|en
Kyoto    8Q6R5R3G+8M    Kita-ku    金閣寺    Kinkaku-ji    ja|en
Kyoto    8Q6R5M8J+6Q    Higashiyama-ku    清水寺    Kiyomizu-dera    ja|en
Kyoto    8Q6R5J2F+5R    Ukyo-ku    嵐山竹林    Arashiyama Bamboo Grove    ja|en
Kyoto    8Q6R5M7J+7P    Higashiyama-ku    祇園    Gion District    ja|en
Kyoto    8Q6R5M6H+8M    Nakagyo-ku    二条城    Nijo Castle    ja|en
Kyoto    8Q6R5MFJ+6R    Sakyo-ku    哲学の道    Philosopher's Path    ja|en
Kyoto    8Q6R5MCJ+7Q    Sakyo-ku    南禅寺    Nanzen-ji    ja|en
Kyoto    8Q6R5MFJ+8P    Sakyo-ku    平安神宮    Heian Shrine    ja|en
Kyoto    8Q6R5M6H+6P    Nakagyo-ku    錦市場    Nishiki Market    ja|en
Mumbai    7JFJ3RGH+6M    Colaba    गेटवे ऑफ इंडिया    Gateway of India    hi|mr|en
Mumbai    7JFJ3RMH+7P    Fort    छत्रपती शिवाजी टर्मिनस    Chhatrapati Shivaji Terminus    hi|mr|en
Mumbai    7JFJ3PFG+5Q    Elephanta Island    एलिफेंटा की गुफाएं    Elephanta Caves    hi|mr|en
Mumbai    7JFJ3QMH+8R    South Mumbai    मरीन ड्राइव    Marine Drive    hi|mr|en
Mumbai    7JFJ3QGH+6M    Mahalaxmi    हाजी अली दरगाह    Haji Ali Dargah    hi|mr|en
Mumbai    7JFJ3RMH+5P    Fort    छत्रपति शिवाजी महाराज वस्तु संग्रहालय    Chhatrapati Shivaji Maharaj Museum    hi|mr|en
Mumbai    7JFJ3QJH+7Q    Prabhadevi    सिद्धिविनायक मंदिर    Siddhivinayak Temple    hi|mr|en
Mumbai    7JFJ3QGJ+8P    Malabar Hill    हैंगिंग गार्डन    Hanging Gardens    hi|mr|en
Mumbai    7JFJ3RHM+6R    Juhu    जुहू बीच    Juhu Beach    hi|mr|en
Mumbai    7JFJ3QJH+9M    Bandra-Worli    बांद्रा-वर्ली सी लिंक    Bandra-Worli Sea Link    hi|mr|en
Cairo    7GWHC22M+5P    Nazlet El-Semman    أهرامات الجيزة    Pyramids of Giza    ar|en
Cairo    7GWHF3QM+7R    Tahrir Square    المتحف المصري    Egyptian Museum    ar|en
Cairo    7GWHF3RM+6P    Al-Azhar    خان الخليلي    Khan el-Khalili Bazaar    ar|en
Cairo    7GWHF3QM+8Q    Al Abageyah    قلعة صلاح الدين    Citadel of Saladin    ar|en
Cairo    7GWHF3RM+7P    Al-Azhar    جامع الأزهر    Al-Azhar Mosque    ar|en
Cairo    7GWHF3PM+5M    Old Cairo    القاهرة القبطية    Coptic Cairo    ar|en
Cairo    7GWHC28H+6R    Saqqara    هرم سقارة المدرج    Step Pyramid of Djoser    ar|en
Cairo    7GWHC23M+7Q    Giza    المتحف المصري الكبير    Grand Egyptian Museum    ar|en
Cairo    7GWHF3RM+8P    Fahhamin Quarter    شارع المعز    Al-Muizz Street    ar|en
Cairo    7GWHF3QM+6M    Islamic Cairo    باب زويلة    Bab Zuweila Gate    ar|en
Istanbul    8GHC9H6M+7P    Sultanahmet    Ayasofya    Hagia Sophia    tr|en
Istanbul    8GHC9H5M+8Q    Sultanahmet    Sultan Ahmet Camii    Blue Mosque    tr|en
Istanbul    8GHC9H7M+6R    Cankurtaran    Topkapı Sarayı    Topkapi Palace    tr|en
Istanbul    8GHC9H3M+5P    Beyazıt    Kapalıçarşı    Grand Bazaar    tr|en
Istanbul    8GHC9HFM+7Q    Galata    Galata Kulesi    Galata Tower    tr|en
Istanbul    8GHC9HJM+8M    Various    Boğaziçi    Bosphorus Strait    tr|en
Istanbul    8GHC9H6M+5M    Sultanahmet    Yerebatan Sarnıcı    Basilica Cistern    tr|en
Istanbul    8GHC9HQM+9P    Beşiktaş    Dolmabahçe Sarayı    Dolmabahce Palace    tr|en
Istanbul    8GHC9H4M+7R    Süleymaniye    Süleymaniye Camii    Suleymaniye Mosque    tr|en
Istanbul    8GHC9H4M+6P    Eminönü    Mısır Çarşısı    Spice Bazaar    tr|en
Dubai    7HQQ4HC2+5M    Downtown Dubai    برج خليفة    Burj Khalifa    ar|en
Dubai    7HQQ4HC2+6P    Downtown Dubai    دبي مول    Dubai Mall    ar|en
Dubai    7HQQ4HG5+7R    Palm Jumeirah    جزيرة النخلة    Palm Jumeirah    ar|en
Dubai    7HQQ4HF8+8Q    Dubai Marina    مرسى دبي    Dubai Marina    ar|en
Dubai    7HQQ4H9C+6M    Deira    سوق الذهب    Gold Souk    ar|en
Dubai    7HQQ4HC5+5P    Jumeirah    برج العرب    Burj Al Arab    ar|en
Dubai    7HQQ4H8C+7Q    Bur Dubai    حي الفهيدي التاريخي    Al Fahidi Historical District    ar|en
Dubai    7HQQ4HC3+8R    Trade Centre    متحف المستقبل    Museum of the Future    ar|en
Dubai    7HQQ4HC5+6Q    Jumeirah    جامع جميرا    Jumeirah Mosque    ar|en
Dubai    7HQQ4HC2+7M    Zabeel Park    برواز دبي    Dubai Frame    ar|en
Jerusalem    8G4Q672M+7P    Jewish Quarter    הכותל המערבי    Western Wall    he|ar|en
Jerusalem    8G4Q672M+8Q    Muslim Quarter    הר הבית    Temple Mount    he|ar|en
Jerusalem    8G4Q673M+6R    Christian Quarter    כנסיית הקבר    Church of the Holy Sepulchre    he|ar|en
Jerusalem    8G4Q673M+7P    Muslim Quarter    ויה דולורוזה    Via Dolorosa    he|ar|en
Jerusalem    8G4Q67CM+8M    Givat Ram    מוזיאון ישראל    Israel Museum    he|ar|en
Jerusalem    8G4Q678M+6Q    Mount Herzl    יד ושם    Yad Vashem    he|ar|en
Jerusalem    8G4Q67HM+7R    East Jerusalem    הר הזיתים    Mount of Olives    he|ar|en
Jerusalem    8G4Q672M+5P    Armenian Quarter    מוזיאון מגדל דוד    Tower of David Museum    he|ar|en
Jerusalem    8G4Q673M+8P    Mahane Yehuda    שוק מחנה יהודה    Mahane Yehuda Market    he|ar|en
Jerusalem    8G4Q671M+6M    Silwan    עיר דוד    City of David    he|ar|en
Cape Town    4FRW3C7M+8Q    Table Mountain NP    Tafelberg    Table Mountain    en|af
Cape Town    4FRW3CJM+7P    Waterfront    V&A Waterfront    Victoria & Alfred Waterfront    en|af
Cape Town    4FRW3C8H+6R    Table Bay    Robbeneiland    Robben Island    en|af
Cape Town    4FRW3CJQ+9M    Newlands    Kirstenbosch Nasionale Botaniese Tuin    Kirstenbosch Botanical Garden    en|af
Cape Town    4FRW3CJM+5P    Bo-Kaap    Bo-Kaap    Bo-Kaap / Malay Quarter    en|af
Cape Town    4FRW2C5H+7Q    Cape Peninsula    Kaappunt    Cape Point    en|af
Cape Town    4FRW3CJM+6R    Zonnebloem    Distrik Ses Museum    District Six Museum    en|af
Cape Town    4FRW3CJM+8P    City Centre    Kasteel de Goede Hoop    Castle of Good Hope    en|af
Cape Town    4FRW3CJM+7Q    City Centre    Kompanjiestuin    Company's Garden    en|af
Cape Town    4FRW3C8M+6P    Signal Hill    Leeukop    Lion's Head    en|af
Marrakech    8C4H62QM+7P    Medina    جامع الفناء    Jemaa el-Fnaa Square    ar|en
Marrakech    8C4H62RM+8Q    Medina    جامع الكتبية    Koutoubia Mosque    ar|en
Marrakech    8C4H62PM+6R    Medina    قصر الباهية    Bahia Palace    ar|en
Marrakech    8C4H62QM+5P    Medina    مدرسة ابن يوسف    Ben Youssef Madrasa    ar|en
Marrakech    8C4H62QM+7M    Medina    قبور السعديين    Saadian Tombs    ar|en
Marrakech    8C4H63PM+8R    Gueliz    حديقة ماجوريل    Majorelle Garden    ar|en
Marrakech    8C4H62RM+6Q    Medina    قصر البديع    El Badi Palace    ar|en
Marrakech    8C4H62QM+8P    Medina    أسواق مراكش    Marrakech Souks    ar|en
Marrakech    8C4H62JM+7Q    Hivernage    حدائق المنارة    Menara Gardens    ar|en
Marrakech    8C4H62PM+5M    Medina    متحف دار السي سعيد    Dar Si Said Museum    ar|en
Rio de Janeiro    589R2QXQ+6R    Alto da Boa Vista    Cristo Redentor    Christ the Redeemer    pt|en
Rio de Janeiro    587G+VF    Urca    Pão de Açúcar    Sugarloaf Mountain    pt|en
Rio de Janeiro    588F+5H    Copacabana    Praia de Copacabana    Copacabana Beach    pt|en
Rio de Janeiro    58XC+PQ    Maracanã    Estádio do Maracanã    Maracanã Stadium    pt|en
Rio de Janeiro    58QP+8M    Jardim Botânico    Jardim Botânico do Rio de Janeiro    Rio de Janeiro Botanical Garden    pt|en
Rio de Janeiro    587M+HR    Ipanema    Praia de Ipanema    Ipanema Beach    pt|en
Rio de Janeiro    58V5+9W    Centro    Museu do Amanhã    Museum of Tomorrow    pt|en
Rio de Janeiro    599J+4C    Tijuca    Parque Nacional da Tijuca    Tijuca National Park    pt|en
Rio de Janeiro    58RH+2V    Lapa    Arcos da Lapa    Lapa Arches    pt|en
Rio de Janeiro    58RJ+6X    Santa Teresa    Escadaria Selarón    Selarón Steps    pt|en
Mexico City    C9JX+5W    Centro Histórico    Palacio Nacional    National Palace    es|en
Mexico City    C79G+84    Del Carmen Coyoacán    Museo Frida Kahlo    Frida Kahlo Museum    es|en
Mexico City    C8MJ+P6    Bosque de Chapultepec    Museo Nacional de Antropología    National Museum of Anthropology    es|en
Mexico City    C9JX+HV    Centro Histórico    Templo Mayor    Templo Mayor    es|en
Mexico City    C9JW+XC    Centro Histórico    Palacio de Bellas Artes    Palace of Fine Arts    es|en
Mexico City    C8MP+25    Bosque de Chapultepec    Castillo de Chapultepec    Chapultepec Castle    es|en
Mexico City    C9JX+4R    Centro Histórico    Zócalo    Zócalo (Main Square)    es|en
Mexico City    C9WR+28    Villa de Guadalupe    Basílica de Guadalupe    Basilica of Our Lady of Guadalupe    es|en
Mexico City    C79J+P5    Coyoacán    Centro de Coyoacán    Coyoacán Center    es|en
Mexico City    C649+GH    Xochimilco    Xochimilco    Xochimilco Canals    es|en
Buenos Aires    48MX+CF    Monserrat    Plaza de Mayo    Plaza de Mayo    es|en
Buenos Aires    48MX+GG    Monserrat    Casa Rosada    Pink House (Presidential Palace)    es|en
Buenos Aires    48QR+JM    Recoleta    Cementerio de la Recoleta    Recoleta Cemetery    es|en
Buenos Aires    48MV+WP    San Nicolás    Teatro Colón    Colón Theatre    es|en
Buenos Aires    48GW+5J    La Boca    Caminito    Caminito Street Museum    es|en
Buenos Aires    48MV+QC    Monserrat    Palacio Barolo    Barolo Palace    es|en
Buenos Aires    48MX+JH    Monserrat    Catedral Metropolitana    Metropolitan Cathedral    es|en
Buenos Aires    48RV+XJ    Palermo    Jardín Botánico Carlos Thays    Carlos Thays Botanical Garden    es|en
Buenos Aires    48GV+7R    La Boca    La Bombonera    La Bombonera Stadium    es|en
Buenos Aires    48MX+XQ    Puerto Madero    Puente de la Mujer    Women's Bridge    es|en
Lima    V3X4+H7    Cercado de Lima    Plaza de Armas    Plaza de Armas (Main Square)    es|en
Lima    V3X4+J8    Cercado de Lima    Catedral de Lima    Cathedral of Lima    es|en
Lima    V3X4+M9    Cercado de Lima    Palacio de Gobierno    Government Palace    es|en
Lima    V3X2+PV    Pueblo Libre    Museo Larco    Larco Museum    es|en
Lima    V3W4+WH    Cercado de Lima    Iglesia de San Francisco    Church and Convent of San Francisco    es|en
Lima    V3WG+JP    Miraflores    Huaca Pucllana    Huaca Pucllana    es|en
Lima    V3W7+5M    Cercado de Lima    Circuito Mágico del Agua    Magic Water Circuit    es|en
Lima    V3VH+5C    Miraflores    Parque del Amor    Love Park    es|en
Lima    V3VH+2F    Miraflores    Malecón de Miraflores    Miraflores Boardwalk    es|en
Lima    V3VF+7J    Barranco    Puente de los Suspiros    Bridge of Sighs    es|en
New York    87G8P2JX+4Q    Liberty Island    Statue of Liberty    Statue of Liberty    en|es
New York    87G8P2VX+XV    Midtown Manhattan    Empire State Building    Empire State Building    en|es
New York    87G8P2WW+7C    Central Park, Manhattan    Central Park    Central Park    en|es
New York    87G8P2VX+6M    Times Square, Manhattan    Times Square    Times Square    en|es
New York    87G8Q23X+2M    Brooklyn, New York    Brooklyn Bridge    Brooklyn Bridge    en|es
New York    87G8P2VX+PC    Upper East Side, Manhattan    The Metropolitan Museum of Art    Metropolitan Museum of Art    en|es
New York    87G8P2VX+8J    Midtown Manhattan    Rockefeller Center    Rockefeller Center    en|es
New York    87G8P2WW+5R    Upper West Side, Manhattan    American Museum of Natural History    American Museum of Natural History    en|es
New York    87G8P2PX+7M    Greenwich Village, Manhattan    Washington Square Park    Washington Square Park    en|es
New York    87G8P2VX+4H    Midtown Manhattan    Museum of Modern Art (MoMA)    Museum of Modern Art (MoMA)    en|es
London    9C3XGVJJ+6Q    Westminster, London    Big Ben / Elizabeth Tower    Big Ben    en
London    9C3XGVHJ+7R    Westminster, London    Houses of Parliament    Houses of Parliament    en
London    9C3XGVJJ+8P    Westminster, London    Westminster Abbey    Westminster Abbey    en
London    9C3XGVGJ+6M    Westminster, London    Buckingham Palace    Buckingham Palace    en
London    9C3XGVJJ+5Q    Southwark, London    London Eye    London Eye    en
London    9C3XGVQJ+7P    City of London, London    Tower of London    Tower of London    en
London    9C3XGVRJ+8M    City of London, London    Tower Bridge    Tower Bridge    en
London    9C3XGVJJ+9R    South Kensington, London    Natural History Museum    Natural History Museum    en
London    9C3XGVJK+6P    South Kensington, London    Victoria and Albert Museum    Victoria and Albert Museum    en
London    9C3XGVHJ+5M    Trafalgar Square, London    National Gallery    National Gallery    en
Singapore    6PH58P3Q+7M    Marina Bay, Singapore    Marina Bay Sands    Marina Bay Sands    en|zh|ms|ta
Singapore    6PH58P2Q+8P    Downtown Core, Singapore    Gardens by the Bay    Gardens by the Bay    en|zh|ms|ta
Singapore    6PH58P3P+6R    Marina Bay, Singapore    Merlion Park    Merlion Park    en|zh|ms|ta
Singapore    6PH58Q3M+9Q    Orchard, Singapore    Orchard Road    Orchard Road    en|zh|ms|ta
Singapore    6PH58Q5P+7M    Chinatown, Singapore    Chinatown    Chinatown    en|zh|ms|ta
Singapore    6PH58QGQ+8R    Kampong Glam, Singapore    Sultan Mosque    Sultan Mosque    en|zh|ms|ta
Singapore    6PH58QGP+6M    Little India, Singapore    Little India    Little India    en|zh|ms|ta
Singapore    6PH58P2Q+5P    Sentosa, Singapore    Sentosa Island    Sentosa Island    en|zh|ms|ta
Singapore    6PH58Q5P+8Q    Clarke Quay, Singapore    Clarke Quay    Clarke Quay    en|zh|ms|ta
Singapore    6PH58P2M+7R    Marina Bay, Singapore    ArtScience Museum    ArtScience Museum    en|zh|ms|ta
Las Vegas    85864QVJ+7M    Las Vegas Strip, Nevada    The Strip    Las Vegas Strip    en|es
Las Vegas    85864QVJ+8P    Las Vegas Strip, Nevada    Bellagio Fountains    Bellagio Fountains    en|es
Las Vegas    85864QVJ+6R    Las Vegas Strip, Nevada    The Venetian    The Venetian Resort    en|es
Las Vegas    85864QWJ+7Q    Las Vegas Strip, Nevada    Caesars Palace    Caesars Palace    en|es
Las Vegas    85864QWJ+8M    Las Vegas Strip, Nevada    High Roller Observation Wheel    High Roller    en|es
Las Vegas    85864QVK+9P    Las Vegas Strip, Nevada    MGM Grand    MGM Grand    en|es
Las Vegas    85864QWK+6R    Las Vegas Strip, Nevada    Luxor Pyramid    Luxor Hotel    en|es
Las Vegas    85864RVJ+7M    Downtown Las Vegas, Nevada    Fremont Street Experience    Fremont Street Experience    en|es
Las Vegas    85864QVJ+5Q    Las Vegas Strip, Nevada    Mirage Volcano    The Mirage Volcano    en|es
Las Vegas    85865QMJ+8P    Las Vegas, Nevada    Red Rock Canyon    Red Rock Canyon    en|es
Venice    8FQM3FC3+7P    San Marco, Venice    Piazza San Marco    St. Mark's Square    it|en
Venice    8FQM3FC3+8Q    San Marco, Venice    Basilica di San Marco    St. Mark's Basilica    it|en
Venice    8FQM3FC3+6R    San Marco, Venice    Palazzo Ducale    Doge's Palace    it|en
Venice    8FQM3F93+5M    San Polo, Venice    Ponte di Rialto    Rialto Bridge    it|en
Venice    8FQM3F83+7P    Dorsoduro, Venice    Ponte dell'Accademia    Accademia Bridge    it|en
Venice    8FQM3F93+8Q    San Polo, Venice    Mercato di Rialto    Rialto Market    it|en
Venice    8FQM3FC3+9R    Castello, Venice    Ponte dei Sospiri    Bridge of Sighs    it|en
Venice    8FQM3F83+6M    Dorsoduro, Venice    Gallerie dell'Accademia    Accademia Gallery    it|en
Venice    8FQM3FC4+7Q    Cannaregio, Venice    Ghetto di Venezia    Jewish Ghetto    it|en
Venice    8FQM3FC2+8P    San Marco, Venice    Torre dell'Orologio    Clock Tower    it|en
San Francisco    849VQH95+7M    Golden Gate, San Francisco    Golden Gate Bridge    Golden Gate Bridge    en|es|zh
San Francisco    849VQH99+8P    Alcatraz Island, San Francisco    Alcatraz Island    Alcatraz Island    en|es|zh
San Francisco    849VQH98+6R    Fisherman's Wharf, San Francisco    Fisherman's Wharf    Fisherman's Wharf    en|es|zh
San Francisco    849VQH99+5M    Fisherman's Wharf, San Francisco    Pier 39    Pier 39    en|es|zh
San Francisco    849VQH88+7Q    Lombard Street, San Francisco    Lombard Street    Lombard Street    en|es|zh
San Francisco    849VQH88+9R    Chinatown, San Francisco    Chinatown    Chinatown    en|es|zh
San Francisco    849VQH68+8M    Golden Gate Park, San Francisco    Golden Gate Park    Golden Gate Park    en|es|zh
San Francisco    849VQH98+6P    Union Square, San Francisco    Union Square    Union Square    en|es|zh
San Francisco    849VQH88+5Q    Coit Tower, San Francisco    Coit Tower    Coit Tower    en|es|zh
San Francisco    849VQH99+7R    Palace of Fine Arts, San Francisco    Palace of Fine Arts    Palace of Fine Arts    en|es|zh
Los Angeles    8553WH3M+7P    Hollywood, Los Angeles    Hollywood Sign    Hollywood Sign    en|es
